QuickRigCharacter_Head;-0.02647221;1.803177;-2.222255
QuickRigCharacter_Head;-0.02893486;1.799883;-2.217834
QuickRigCharacter_Head;-0.02457917;1.799248;-2.215693
QuickRigCharacter_Head;-0.01927515;1.797586;-2.21233
QuickRigCharacter_Head;0.0394008;1.802452;-2.239043
QuickRigCharacter_Head;0.03681318;1.802457;-2.236449
QuickRigCharacter_Head;0.03412763;1.804343;-2.238071
QuickRigCharacter_Head;0.03736757;1.804456;-2.24158
QuickRigCharacter_Head;0.03980649;1.803896;-2.242949
QuickRigCharacter_Head;0.04105369;1.80485;-2.247056
QuickRigCharacter_Head;0.03914608;1.80316;-2.240404
QuickRigCharacter_Head;0.04377718;1.802199;-2.243588
QuickRigCharacter_Head;0.05531796;1.798658;-2.252486
QuickRigCharacter_Head;0.056403;1.799831;-2.2591
QuickRigCharacter_Head;0.05786828;1.799251;-2.260745
Plane;0.07589469;1.820714;-2.636
Plane;0.07669185;1.82483;-2.636
Plane;0.07931073;1.828869;-2.636
Plane;0.09302099;1.829538;-2.636
Plane;0.09816336;1.83263;-2.636
Plane;0.0991374;1.838079;-2.636
Plane;0.09636758;1.840439;-2.636
Plane;0.09200431;1.839977;-2.636
Plane;0.08914041;1.839567;-2.636
Plane;0.09310761;1.839013;-2.636
QuickRigCharacter_Head;0.05607777;1.799958;-2.258751
QuickRigCharacter_Head;0.04252255;1.780277;-2.20837
QuickRigCharacter_Head;0.04070035;1.782695;-2.209744
QuickRigCharacter_Head;0.03843052;1.783793;-2.209492
QuickRigCharacter_Head;0.04002061;1.782948;-2.209578
QuickRigCharacter_Head;0.04185494;1.781732;-2.209467
QuickRigCharacter_Head;0.04323384;1.781936;-2.21064
QuickRigCharacter_Head;0.04561636;1.781337;-2.211713
QuickRigCharacter_Head;0.05396482;1.775118;-2.211814
QuickRigCharacter_Head;0.06046057;1.779752;-2.223592
QuickRigCharacter_Head;0.06228717;1.78577;-2.234908
QuickRigCharacter_Head;0.05221466;1.787444;-2.22525
QuickRigCharacter_Head;0.04282403;1.787919;-2.217508
QuickRigCharacter_Head;0.04063141;1.789467;-2.217901
QuickRigCharacter_Head;0.03797124;1.791713;-2.219025
QuickRigCharacter_Head;0.03574363;1.791516;-2.217222
QuickRigCharacter_Head;0.01510735;1.716362;-2.166756
QuickRigCharacter_Head;0.01786627;1.716979;-2.167417
QuickRigCharacter_Head;0.01683115;1.718685;-2.167431
QuickRigCharacter_Head;0.01017826;1.718656;-2.166191
QuickRigCharacter_Head;0.00803733;1.717064;-2.165656
QuickRigCharacter_Head;0.01746731;1.716218;-2.167231
QuickRigCharacter_Head;0.02056572;1.718151;-2.168213
QuickRigCharacter_Head;0.03532125;1.715291;-2.172542
Plane;0.1392662;1.706758;-2.636
QuickRigCharacter_Head;0.1069197;1.705769;-2.249702
QuickRigCharacter_Head;0.1073896;1.709028;-2.25193
Plane;0.1364868;1.716511;-2.636
Plane;0.1395009;1.717997;-2.636
Plane;0.1395748;1.718195;-2.636
Plane;0.1363665;1.718879;-2.636
QuickRigCharacter_Head;0.05735216;1.688931;-2.18378
QuickRigCharacter_Head;0.06370354;1.693175;-2.187814
QuickRigCharacter_Head;0.06603347;1.693495;-2.18958
QuickRigCharacter_Head;0.06492596;1.695536;-2.188558
QuickRigCharacter_Head;0.06197808;1.695656;-2.18636
QuickRigCharacter_Head;0.05912405;1.695661;-2.184365
QuickRigCharacter_Head;0.05833772;1.694428;-2.183919
QuickRigCharacter_Head;0.01514103;1.693148;-2.166149
QuickRigCharacter_Head;-0.02549339;1.697716;-2.164888
QuickRigCharacter_Head;-0.02642504;1.702064;-2.164964
QuickRigCharacter_Head;-0.02949203;1.702972;-2.165485
QuickRigCharacter_Head;-0.03281889;1.702033;-2.166126
QuickRigCharacter_Head;-0.03210804;1.70133;-2.16598
QuickRigCharacter_Head;-0.02678092;1.698529;-2.165062
QuickRigCharacter_Head;-0.02449105;1.697525;-2.164752
QuickRigCharacter_Head;-0.0263883;1.699598;-2.164975
QuickRigCharacter_Head;-0.02701176;1.699347;-2.165079
QuickRigCharacter_Head;-0.02592829;1.697085;-2.164976
QuickRigCharacter_Head;0.008355926;1.679216;-2.166722
QuickRigCharacter_Head;0.01967258;1.675436;-2.169344
QuickRigCharacter_Head;0.01904856;1.677774;-2.168873
QuickRigCharacter_Head;0.02014738;1.68247;-2.168483
QuickRigCharacter_Head;0.02223265;1.686975;-2.168394
QuickRigCharacter_Head;0.02363729;1.690532;-2.168379
QuickRigCharacter_Head;0.02288355;1.690308;-2.168198
QuickRigCharacter_Head;0.02201173;1.689942;-2.168001
QuickRigCharacter_Head;0.0200776;1.690177;-2.167488
QuickRigCharacter_Head;0.01772443;1.69041;-2.16692
QuickRigCharacter_Head;0.0748901;1.665082;-2.199489
QuickRigCharacter_Head;0.1053044;1.653013;-2.241518
QuickRigCharacter_Head;0.1029693;1.662153;-2.23683
QuickRigCharacter_Head;0.1025347;1.666094;-2.236019
QuickRigCharacter_Head;0.09797495;1.666575;-2.227646
QuickRigCharacter_Head;0.09556777;1.666996;-2.223757
Plane;0.1448489;1.655977;-2.636
Plane;0.1470937;1.639571;-2.636
Plane;0.1479419;1.639684;-2.636
Plane;0.1467911;1.639823;-2.636
Plane;0.1423401;1.641817;-2.636
QuickRigCharacter_Head;0.1166255;1.646604;-2.28307
Plane;0.1450368;1.634234;-2.636
Plane;0.1498069;1.635231;-2.636
Plane;0.1997899;1.609245;-2.636
Plane;0.1882351;1.612048;-2.636
Plane;0.1860419;1.612577;-2.636
Plane;0.1893279;1.613645;-2.636
QuickRigCharacter_Head;0.105113;1.592449;-2.240572
QuickRigCharacter_Head;0.07265289;1.570186;-2.207102
QuickRigCharacter_Head;0.07095921;1.573734;-2.205039
QuickRigCharacter_Head;0.06951267;1.57671;-2.203441
QuickRigCharacter_Head;0.06427546;1.578946;-2.199624
